ASAJ	44.116501	142.596832
BJT	40.018299	116.167999
CN2	43.801399	125.447998
DL2	38.906101	121.627998
HHC	40.8494	111.564003
HIA	49.266701	119.741997
INCN	37.483002	126.633003
JNU	33.12167	130.878326
KSAR	37.442108	127.884392
KSRS	37.453999	127.922997
MAJO	36.542671	138.207031
MAT	36.542671	138.207001
MDJ	44.616402	129.591995
MJAR	36.541698	138.209
SNY	41.827801	123.578003
SONM	47.83469	106.394997
TIA	36.211399	117.124001
USRK	44.200001	132
VLA	43.119999	131.893326
